Marca temporal,What is your gender?,"What is your age? (In years. Ej, 27)","What is your height? (in centimeters. Ej, 166)","What is your ape index? (Full armspan minus height). *If you don't know it, put 0",How much do you weight? (In kg),Do you study or work?,What continent do you live in?,In which country do you live or climb at the most?,How often do you visit gyms/crags on states or countries other than the one you live in?,"If you plan a vacation, it is most likely intended as a...",Which describes you the best?,Which describes you the best?,How many years have you been climbing?,Is/was any of your parents a climber?,Why do you climb? ,On average how many days do you climb in a week?,How many of those are indoors?,"How many of those do you consider ""training"" sessions?","In case you train, how do you train?",How long are your training sessions on average?,"In case you train at a gym, what facilities does it include?","In case you climb indoors, do you climb indoors to improve your outdoors climbing, or is indoors climbing an end in itself?","Select the 5 aspects you personally put most of your efforts for improvement, regardless of it being in or out the gym",How tight do you get your climbing shoes?,Do you follow a specific diet?,Do you REGULARLY practice any other sport besides climbing?,What is the first thing you do when you get to the cym/crag?,What is your hardest indoor onsight/flash boulder grade?,What is your hardest indoor projected boulder grade?,What is your hardest outdoor onsight/flash boulder grade?,What is your hardest outdoor projected boulder grade?,"What grade do you feel a 80+% confidence to say ""I can most likely flash that""? ","What grade do you feel a 80+% confidence to say ""I can most likely send that""? ",What is the first thing you do when you get to the cym/crag?,How many routes do you normally climb in a day? (#),What is your hardest onsight/flash grade?,What is your hardest redpoint/projected grade?,"What grade do you feel a 80+% confidence to say ""I can most likely onsight/flash that""? ","What grade do you feel a 80+% confidence to say ""I can most likely finish that, even if i fall (no send)""","On your first attempt on a new project/route/problem at or above your current max grade, you normally...","When projecting SPORTS, how many attempts would you have on your projected route on the same day?",Which do you feel is usually your best performance on a project or hard route?,"When projecting, do you purposely try to visit the same crag in order to focus on your route, or do you simply work it when you happen to go back there?"
8/2/2020 23:57,Male,25,170,13,55,Work fulltime,North America,Mexico,Around thrice a year,Trip that might have some climbing,Both rather equally,Both rather equally,4,No,"Fun of the activity in itself, The places it takes you",2,2,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Route/problem-specific sequences, Flexibility, Explosive power",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V4,V5,V0,V0,V3,V4,"Climb an easy route, meant as a warmup",3,5.11d / 7a,5.12c / 7b+,5.11a / 6b+,5.12a / 7a+,Top-rope it first (sports),Usually 2 attempts per day,Last attempt of the day,I would simply work on it whenever I happen to be there again
9/2/2020 3:42,Male,20,175,0,66,Study,Europe,United Kingdom,Never,Mainly climbing trip but something else as well,Indoor climber,Sports climber,5,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",3,3,2,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Moonboard or similar",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Core strength, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V4,V6,V3,V3,V3,V4,"Climb an easy route, meant as a warmup",10,5.9 / 6a,5.11c / 6c+,5.9 / 6a,5.10c / 6b,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
9/2/2020 4:29,Female,20,160,0,51,Study,Asia,Singapore,Around twice a year,Mainly climbing trip but something else as well,Indoor climber,Both rather equally,2,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge, Feeling of self improvement",2,2,0,I do not train,2 to 3 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Trying more/different routes/problems, Flexibility",Tight fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V3,V5,V2,V3,V2,V4,"Climb an easy route, meant as a warmup",4,5.8 / Fr(5) or lower,5.10a / 6a+,5.8 / Fr(5) or lower,5.9 / 6a,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
9/2/2020 5:18,Female,20,162,0,51,Study,Europe,england,More than once per month,Trip that might have some climbing,Indoor climber,Boulderer,1,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",2,2,0,I do not train,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Footwork, Core strength, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,Vegan,No,Stretch and warmup (before climbing),V4,V4,V3,V3,V3,V3,Stretch and warmup (before climbing),4,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
9/2/2020 6:22,Female,20,169,0,57,Study,Europe,Austria ,More than once per month,Completely non-climbing trip,Indoor climber,Boulderer,2,No,"Fun of the activity in itself, For the social part of climbing, For the challenge",1,7,7,I just climb more,1 to 2 hours,"Bouldering area, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Footwork, Core strength, Endurance, Trying more/different routes/problems, Flexibility",Normal fit,Vegetarian + fish and/or milk,Yes,Stretch and warmup (before climbing),V6,V6,V0,V0,V4,V5,Stretch and warmup (before climbing),10,5.9 / 6a,5.10b / 6a+,5.9 / 6a,5.9 / 6a,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
9/2/2020 9:52,Male,35,166,0,58,Work fulltime,Asia,Hong Kong,Around once a year,Mainly climbing trip but something else as well,Indoor climber,Boulderer,2.5,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,3,1,I perform random exercises as they feel appropiate,Less than an hour,"Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Flexibility",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V5,V3,V4,V3,V5,Stretch and warmup (before climbing),6,5.10a / 6a+,5.11b / 6c,5.9 / 6a,5.11c / 6c+,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
9/2/2020 11:26,Male,18,181,2,65,Study,North America,Canada,Around twice a year,Completely a climbing trip,Both rather equally,Both rather equally,7,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",2,2,0,I just climb more,2 to 3 hours,"Bouldering area, Lead climbing area, Top rope area (with autobelay)",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,"No, I eat anything",No,Jump straight into the hard stuff,V5,V6,V3,V3,V4,V5,"Climb an easy route, meant as a warmup",7,5.11a / 6b+,5.11a / 6b+,5.10c / 6b,5.11a / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 1 one attempt per day,Random attempt,I do not project
9/2/2020 15:01,Female,26,161,0,43,Study and work,Europe,united kingdom,More than once per month,Trip that might have some climbing,Both rather equally,Both rather equally,0.7,No,"Fun of the activity in itself, The places it takes you, For the challenge",4,2,1,I perform random exercises as they feel appropiate,Less than an hour,"Bouldering area, Hang board, campus board, finger board or similar",I indoor climb to improve my outdoor climbing,"Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Cardio","Very tight, borderline painful, fit",Vegan,Yes,Stretch and warmup (before climbing),V4,V6,V1,V1,V4,V4,Stretch and warmup (before climbing),4,5.11b / 6c,5.11c / 6c+,5.10c / 6b,5.11c / 6c+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,3rd attempt of the day,I do not project
9/2/2020 17:57,Male,19,183,0,64,Study,Europe,The UK,Around once a year,Trip that might have some climbing,Both rather equally,Both rather equally,4,Yes,"Fun of the activity in itself, The places it takes you, For the challenge",4,3,0,I perform random exercises as they feel appropiate,Less than an hour,,I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Explosive power",Tight fit,Vegetarian + fish and/or milk,Yes,Stretch and warmup (before climbing),V6,V7,V5,V7,V5,V7,"Climb an easy route, meant as a warmup",7,5.11b / 6c,5.12b / 7b,5.11c / 6c+,5.12a / 7a+,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
9/2/2020 19:28,Male,21,161,0,70,Study,Europe,England,Never,Completely non-climbing trip,Indoor climber,Sports climber,1,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",1,1,0,I just climb more,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Core strength, Power endurance, Explosive power",Normal fit,"No, I eat anything",No,Stretch and warmup (before climbing),V5,V5,V0,V0,V0,V0,Stretch and warmup (before climbing),10,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,Try to go for the onsight/flash (sports and boulder),Usually 1 one attempt per day,2nd attempt of the day,I do not project
9/2/2020 20:56,Male,24,180,0,62,Study,Europe,uk,Around once a year,Completely non-climbing trip,Both rather equally,Both rather equally,3,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you",2,2,0,I do not train,I do not train,Bouldering area,I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Explosive power",Tight fit,Other,Yes,Stretch and warmup (before climbing),V5,V5,V1,V1,V3,V4,"Climb an easy route, meant as a warmup",4,5.9 / 6a,5.10a / 6a+,5.9 / 6a,5.9 / 6a,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,Random attempt,I do not project
9/2/2020 22:37,Male,19,193,5,69,Study,Europe,UK,Around thrice a year,Completely a climbing trip,Indoor climber,Both rather equally,1.6,No,"Fun of the activity in itself, Health, For the challenge, Mental health",3,3,1,Follow a training program by myself,More than 3 hours,"Bouldering area, Lead climbing area, Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,"No, I eat anything",No,Stretch and warmup (before climbing),V5,V8,V0,V0,V3,V5,Stretch and warmup (before climbing),5,5.11a / 6b+,5.11d / 7a,5.10c / 6b,5.11b / 6c,Try the holds and moves individually first (boulder),Usually 3 attempts per day,Random attempt,I purposely go to the same crag to keep going at it
9/2/2020 22:47,Female,30,150,0,44,Work fulltime,Asia,United Arab Emirates,Around twice a year,Trip that might have some climbing,Both rather equally,Both rather equally,1,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",4,2,1,I just climb more,2 to 3 hours,"Bouldering area, Top rope area (with autobelay)",I indoor climb because i like indoor climbing,"Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Normal fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V1,V2,V1,V3,V1,V3,"Climb an easy route, meant as a warmup",4,5.10a / 6a+,5.10a / 6a+,5.8 / Fr(5) or lower,5.10c / 6b,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,Random attempt,I would simply work on it whenever I happen to be there again
10/2/2020 0:37,Female,15,164,0,52,Study,Asia,United Arab Emirates,Around twice a year,Trip that might have some climbing,Both rather equally,Sports climber,5,No,The places it takes you,3,2,2,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar",I indoor climb to improve my outdoor climbing,"Finger strength, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems, Explosive power",Normal fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V6,V7,V5,V7,V5,V7,Stretch and warmup (before climbing),25,5.12b / 7b,5.12c / 7b+,5.11c / 6c+,5.12a / 7a+,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,1st attempt of the day,I purposely go to the same crag to keep going at it
10/2/2020 1:43,Male,20,182.88,0,75,Work fulltime,Asia,UAE,Around every 2 months,Trip that might have some climbing,Both rather equally,Both rather equally,2,No,"Fun of the activity in itself, For the social part of climbing, For the challenge",4,2,0,I just climb more,I do not train,Bouldering area,I indoor climb to improve my outdoor climbing,"Finger strength, Endurance, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems","Very tight, borderline painful, fit","No, I eat anything",No,"Climb easy problems, meant as a warmup",V4,V7,V3,V5,V3,V5,"Climb an easy route, meant as a warmup",4,5.11d / 7a,5.12a / 7a+,5.11a / 6b+,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,1st attempt of the day,I purposely go to the same crag to keep going at it
10/2/2020 3:55,Male,21,167,0,60,Study,Asia,UAE,Around once per month,Completely non-climbing trip,Indoor climber,Boulderer,5,No,"Fun of the activity in itself, Health, For the challenge",1,1,1,I do not train,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Endurance, Power endurance, Trying more/different routes/problems, Explosive power",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V2,V2,V0,V0,V2,V2,"Climb an easy route, meant as a warmup",4,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,5.8 / Fr(5) or lower,Try the holds and moves individually first (boulder),Usually 3 attempts per day,2nd attempt of the day,I do not project
10/2/2020 4:21,Female,24,156,0,60,Study,Europe,netherlands,Around every 2 months,Trip that might have some climbing,Indoor climber,Boulderer,3,No,"Fun of the activity in itself, Health, For the social part of climbing, For the challenge",3,3,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Finger strength, Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,Vegetarian,Yes,Stretch and warmup (before climbing),V3,V4,V3,V3,V2,V3,Stretch and warmup (before climbing),5,5.9 / 6a,5.10b / 6a+,5.9 / 6a,5.10b / 6a+,Try the holds and moves individually first (boulder),Usually 1 one attempt per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
10/2/2020 7:26,Female,20,177,0,62,Study,North America,USA,Around once a year,Trip that might have some climbing,Both rather equally,Sports climber,1,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",3,3,1,I perform random exercises as they feel appropiate,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Footwork, Core strength, Endurance, Power endurance, Trying more/different routes/problems",Tight fit,Vegetarian,Yes,Stretch and warmup (before climbing),V3,V5,V2,V2,V3,V3,Stretch and warmup (before climbing),6,5.11c / 6c+,5.12a / 7a+,5.11a / 6b+,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually 1 one attempt per day,1st attempt of the day,I would simply work on it whenever I happen to be there again
10/2/2020 7:29,Female,21,165,0,68,Study and work,Oceania,Australia,Around once a year,Completely non-climbing trip,Both rather equally,Both rather equally,1.5,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",2,2,2,I just climb more,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay)",I indoor climb to improve my outdoor climbing,"Finger strength, Endurance, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V5,V2,V4,V3,V4,Stretch and warmup (before climbing),4,5.9 / 6a,5.10c / 6b,5.9 / 6a,5.10c / 6b,Top-rope it first (sports),Usually 1 one attempt per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
10/2/2020 11:54,Male,29,185,0,70,Work fulltime,Asia,UAE,Never,Completely non-climbing trip,Indoor climber,Both rather equally,1,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",4,2,1,Follow a training program with a coach,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Explosive power",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V2,V2,V1,V1,V1,V1,Stretch and warmup (before climbing),4,5.8 / Fr(5) or lower,5.10c / 6b,5.9 / 6a,5.10c / 6b,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
10/2/2020 19:11,Male,33,190,2,80,Study,Oceania,Australia,More than once per month,Trip that might have some climbing,Both rather equally,Both rather equally,5,No,"Fun of the activity in itself, Health, The places it takes you, For the challenge",2,1,0,I do not train,I do not train,,I indoor climb because i like indoor climbing,"Finger strength, Core strength, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility","""Comfy fit""","No, I eat anything",No,Stretch and warmup (before climbing),V7,V8,V6,V7,V3,V4,Stretch and warmup (before climbing),30,5.10c / 6b,5.11a / 6b+,5.10a / 6a+,5.10b / 6a+,Try to go for the onsight/flash (sports and boulder),Usually more than 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
10/2/2020 21:03,Female,29,165,0,57,Work fulltime,Asia,United Arab Emirates,Around once a year,Trip that might have some climbing,Both rather equally,Sports climber,2,No,"Fun of the activity in itself, Health, The places it takes you, For the challenge",2,1,1,Follow a training program with a coach,1 to 2 hours,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Top rope area (with autobelay), Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Endurance, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V5,V0,V0,V4,V5,Stretch and warmup (before climbing),6,5.9 / 6a,5.10c / 6b,5.9 / 6a,5.10c / 6b,Top-rope it first (sports),Usually more than 3 attempts per day,2nd attempt of the day,I would simply work on it whenever I happen to be there again
11/2/2020 2:41,Male,28,181,0,75,Work fulltime,North America,Mexico,Around once a year,Mainly climbing trip but something else as well,Both rather equally,Both rather equally,8,No,"Fun of the activity in itself, Health, For the social part of climbing, Competition, The places it takes you, For the challenge, Boredom and stress of week job.",5,4,4,Follow a training program from a book or online course,2 to 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Endurance, Power endurance, Flexibility",Tight fit,Vegetarian + fish and/or milk,No,Stretch and warmup (before climbing),V4,V5,V2,V3,V2,V2,Stretch and warmup (before climbing),5,5.11a / 6b+,5.11d / 7a,5.10d / 6b+,5.11d / 7a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,3rd attempt of the day,I do not project
11/2/2020 7:38,Female,23,168,0,62,Study,Oceania,Australia,Never,Completely non-climbing trip,Both rather equally,Sports climber,3,No,"Fun of the activity in itself, For the challenge",1,1,0,I just climb more,1 to 2 hours,,I indoor climb because i like indoor climbing,"Finger strength, Core strength, Endurance, Power endurance, Flexibility",Normal fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V1,V2,V1,V1,V1,V0,"Climb an easy route, meant as a warmup",12,5.10c / 6b,5.11b / 6c,5.10b / 6a+,5.10d / 6b+,Top-rope it first (sports),Usually 3 attempts per day,Random attempt,I do not project
11/2/2020 18:19,Male,19,183,0,69,Neither,Europe,Germany,Around twice a year,Mainly climbing trip but something else as well,Indoor climber,Boulderer,12,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",4,4,4,Follow a training program by myself,More than 3 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Finger strength, Power endurance, Trying more/different routes/problems, Flexibility, Explosive power",Tight fit,"No, I eat anything",No,Stretch and warmup (before climbing),V8,V10,V6,V9,V5,V5,Stretch and warmup (before climbing),7,5.11c / 6c+,5.12d / 7c,5.11b / 6c,5.12b / 7b,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,2nd attempt of the day,I do not project
12/2/2020 1:56,Male,30,165,0,84,Work fulltime,North America,mexico,Around thrice a year,Completely non-climbing trip,Indoor climber,Both rather equally,15,No,"Fun of the activity in itself, The places it takes you, For the challenge",3,2,1,Follow a training program with a coach,1 to 2 hours,"Bouldering area, Hang board, campus board, finger board or similar",I indoor climb because i like indoor climbing,"Finger strength, Endurance, Trying more/different routes/problems, Flexibility, Explosive power",Tight fit,"No, I eat anything",No,Stretch and warmup (before climbing),V4,V5,V4,V5,V3,V4,Stretch and warmup (before climbing),3,5.9 / 6a,5.10b / 6a+,5.9 / 6a,5.10c / 6b,Climb it while resting on every other bolt to explore the moves (sports),Usually 1 one attempt per day,Random attempt,I would simply work on it whenever I happen to be there again
12/2/2020 22:52,Male,34,171,0,70,Work fulltime,Asia,Hong Kong,Around once a year,Completely non-climbing trip,Indoor climber,Sports climber,5,No,"Fun of the activity in itself, Health, For the challenge",3,2,2,I just climb more,1 to 2 hours,Lead climbing area,I indoor climb because i like indoor climbing,"Core strength, Endurance, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V0,V0,V0,V0,V0,V0,"Climb an easy route, meant as a warmup",6,5.10d / 6b+,5.11b / 6c,5.10a / 6a+,5.10c / 6b,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,1st attempt of the day,I would simply work on it whenever I happen to be there again
13/02/2020 14:20:23,Female,33,162,0,59,Study and work,North America,Usa,Around thrice a year,Trip that might have some climbing,Both rather equally,Both rather equally,10,Yes,"Fun of the activity in itself, Health, The places it takes you, For the challenge",4,3,2,Follow a training program by myself,1 to 2 hours,Lead climbing area,I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Power endurance, Trying more/different routes/problems",Tight fit,"No, I eat anything",Yes,Stretch and warmup (before climbing),V4,V5,V3,V4,V3,V2,Stretch and warmup (before climbing),6,5.10a / 6a+,5.11a / 6b+,5.9 / 6a,5.9 / 6a,Try to go for the onsight/flash (sports and boulder),Usually 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
13/02/2020 17:29:50,Male,41,167,1,68,Work fulltime,Asia,Oman,Around thrice a year,Trip that might have some climbing,Outdoor climber,Sports climber,12,Yes,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",3,1,1,I just climb more,2 to 3 hours,,I indoor climb to improve my outdoor climbing,"Finger strength, Footwork, Core strength, Trying more/different routes/problems, Explosive power",Normal fit,"No, I eat anything",No,"Climb easy problems, meant as a warmup",V2,V3,V1,V3,V1,V3,"Climb an easy route, meant as a warmup",7,5.11b / 6c,5.12d / 7c,5.10c / 6b,5.11d / 7a,Climb it while resting on every other bolt to explore the moves (sports),Usually 2 attempts per day,1st attempt of the day,I purposely go to the same crag to keep going at it
13/02/2020 23:46:56,Female,51,158,-2,59,Work fulltime,North America,United states,Around thrice a year,Trip that might have some climbing,Both rather equally,Sports climber,13,No,Fun of the activity in itself,3,2,0,Follow a training program from a book or online course,Less than an hour,"Bouldering area, Lead climbing area, Top rope area (with autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I indoor climb because i like indoor climbing,"Core strength, Endurance, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Normal fit,Other,Yes,"Climb easy problems, meant as a warmup",V4,V5,V3,V3,V3,V4,"Climb an easy route, meant as a warmup",8,5.12a / 7a+,5.12b / 7b,5.11d / 7a,5.12a / 7a+,Top-rope it first (sports),Usually 3 attempts per day,2nd attempt of the day,I do not project
14/02/2020 5:33:06,Female,24,168,0,65,Work fulltime,Center or South America,"Panama, climbed must in M?xico",Around once a year,Mainly climbing trip but something else as well,Indoor climber,Boulderer,6,No,"Health, For the social part of climbing, The places it takes you, For the challenge",3,3,2,Follow a training program by myself,1 to 2 hours,"Bouldering area, Hang board, campus board, finger board or similar, Gym / weightlifting facilities",I indoor climb to improve my outdoor climbing,"Core strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,Vegetarian + fish and/or milk,No,Stretch and warmup (before climbing),V4,V6,V5,V6,V4,V6,Stretch and warmup (before climbing),5,5.10a / 6a+,5.11a / 6b+,5.10a / 6a+,5.11a / 6b+,Try to go for the onsight/flash (sports and boulder),Usually 2 attempts per day,1st attempt of the day,I do not project
14/02/2020 7:10:25,Male,34,179,6,83,Work fulltime,Oceania,Australia,Around thrice a year,Completely a climbing trip,Both rather equally,Both rather equally,10,No,"Fun of the activity in itself, Health, For the social part of climbing, The places it takes you, For the challenge",5,3,0,I do not train,I do not train,,I indoor climb to improve my outdoor climbing,"Core strength, Power endurance, Trying more/different routes/problems, Cardio, Explosive power","Very tight, borderline painful, fit","No, I eat anything",No,Stretch and warmup (before climbing),V7,V10,V6,V10,V5,V8,Stretch and warmup (before climbing),5,5.12a / 7a+,5.12d / 7c,5.11d / 7a,5.12d / 7c,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
14/02/2020 8:45:51,Male,44,181,0,81,Work fulltime,Oceania,Australia,Around every 2 months,Trip that might have some climbing,Outdoor climber,Sports climber,21,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",2,0,0,I do not train,I do not train,"Bouldering area, Lead climbing area, Top rope area (without autobelay), Hang board, campus board, finger board or similar, Moonboard or similar, Gym / weightlifting facilities",I do not indoor climb,"Footwork, Core strength, Power endurance, Route/problem-specific sequences, Trying more/different routes/problems",Tight fit,"No, I eat anything",Yes,"Climb easy problems, meant as a warmup",V4,V4,V4,V5,V3,V4,"Climb an easy route, meant as a warmup",4,5.11c / 6c+,5.12b / 7b,5.11a / 6b+,5.11a / 6b+,Climb it while resting on every other bolt to explore the moves (sports),Usually 3 attempts per day,2nd attempt of the day,I purposely go to the same crag to keep going at it
15/02/2020 2:13:09,Female,22,164,0,53,Study,Oceania,Australia,Around every 2 months,Trip that might have some climbing,Both rather equally,Both rather equally,1.5,No,"Fun of the activity in itself, For the social part of climbing, The places it takes you, For the challenge",2,2,0,I do not train,I do not train,"Bouldering area, Top rope area (without autobelay), Top rope area (with autobelay)",I indoor climb because i like indoor climbing,"Finger strength, Endurance, Route/problem-specific sequences, Trying more/different routes/problems, Flexibility",Tight fit,Vegetarian,Yes,"Climb easy problems, meant as a warmup",V4,V7,V2,V5,V3,V2,"Climb an easy route, meant as a warmup",4,5.9 / 6a,5.10b / 6a+,5.8 / Fr(5) or lower,5.10a / 6a+,Top-rope it first (sports),Usually more than 3 attempts per day,3rd attempt of the day,I would simply work on it whenever I happen to be there again
